make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Dodge,Charger,car,2017,GASOLINE,41,,Oklahoma City,OK,35.512752,-97.606981
Nissan,Pathfinder,suv,2016,GASOLINE,49,,Oklahoma City,OK,35.511583,-97.607412
Chrysler,300,car,2013,GASOLINE,48,,Edmond,OK,35.668231,-97.464153
Chrysler,200,car,2015,GASOLINE,35,,Oklahoma City,OK,35.512369,-97.607738
Kia,Cadenza,car,2014,GASOLINE,35,,Oklahoma City,OK,35.512166,-97.606827
Chevrolet,Equinox,suv,2012,GASOLINE,37,,Harrah,OK,35.440492,-97.142523
Ford,EcoSport,suv,2018,GASOLINE,39,,Oklahoma City,OK,35.511844,-97.607999
Dodge,Avenger,car,2014,GASOLINE,35,,Oklahoma City,OK,35.512736,-97.606504
Ford,Transit Wagon,van,2018,GASOLINE,143,,Edmond,OK,35.699914,-97.499466
Hyundai,Elantra GT,car,2013,GASOLINE,32,,Oklahoma City,OK,35.512866,-97.606955
Hyundai,Sonata,car,2011,GASOLINE,34,,Edmond,OK,35.652096,-97.555686
Volkswagen,Jetta,car,2017,GASOLINE,38,,Oklahoma City,OK,35.512144,-97.607312
Ford,Escape,suv,2016,GASOLINE,38,,Oklahoma City,OK,35.511724,-97.608096
Hyundai,Sonata,car,2010,GASOLINE,29,,Edmond,OK,35.651773,-97.554793
Volkswagen,Passat,car,2013,GASOLINE,31,,Oklahoma City,OK,35.51208,-97.607257
Mitsubishi,Lancer,car,2016,GASOLINE,35,,Oklahoma City,OK,35.511107,-97.60788
MINI,Cooper Countryman,car,2011,GASOLINE,32,,Oklahoma City,OK,35.512276,-97.608378
Nissan,Altima,car,2009,GASOLINE,20,,Edmond,OK,35.651699,-97.55544
Tesla,Model 3,car,2019,ELECTRIC,159,,PAPILLION,NE,41.12061,-96.038646
Ford,Fusion,car,2017,GASOLINE,49,,Omaha,NE,41.324767,-96.042066
BMW,5 Series,car,2015,GASOLINE,75,,Omaha,NE,41.325603,-96.043475
Volkswagen,Passat,car,2013,DIESEL,37,,Omaha,NE,41.32509,-96.043322
Jeep,Cherokee,suv,2017,GASOLINE,43,,Bennington,NE,41.344201,-96.181662
Hyundai,Elantra,car,2014,GASOLINE,33,,Bennington,NE,41.342406,-96.180318
Volkswagen,Golf,car,2013,DIESEL,42,,Omaha,NE,41.325291,-96.042185
Jeep,Commander,suv,2010,GASOLINE,40,,Bennington,NE,41.343428,-96.180383
Toyota,Tacoma,truck,2019,GASOLINE,125,,Bellevue,NE,41.162636,-95.903608
Land Rover,Range Rover,suv,2015,GASOLINE,194,,Lincoln,NE,40.798117,-96.730017
Toyota,RAV4 Hybrid,suv,2019,HYBRID,49,,Omaha,NE,41.268807,-96.151841
Hyundai,Sonata,car,2018,GASOLINE,39,,Omaha,NE,41.268808,-96.152523
Ford,Fusion,car,2016,GASOLINE,46,,Papillion,NE,41.162948,-96.109382
Honda,Fit,car,2015,GASOLINE,35,,Fremont,NE,41.437127,-96.478444
Nissan,Rogue,suv,2016,GASOLINE,35,,Omaha,NE,41.286506,-96.156386
Toyota,Yaris,car,2007,GASOLINE,36,,Omaha,NE,41.286372,-96.156411
Toyota,Yaris,car,2007,GASOLINE,24,,Omaha,NE,41.287158,-96.15826
Toyota,Prius Prime,car,2017,HYBRID,50,,Riverside,CA,33.993915,-117.347472
BMW,3 Series,car,2017,GASOLINE,57,,Corona,CA,33.881783,-117.563694
BMW,3 Series,car,2015,GASOLINE,57,,Corona,CA,33.973049,-117.561637
Tesla,Model S,car,2016,ELECTRIC,120,,Eastvale,CA,33.986308,-117.552004
Jeep,Wrangler,suv,2015,GASOLINE,55,,Riverside,CA,33.991988,-117.34714
BMW,4 Series Gran Coupe,car,2015,GASOLINE,70,,Riverside,CA,33.99183,-117.348802
Nissan,Sentra,car,2014,GASOLINE,31,,Ontario,CA,34.057191,-117.647369
Tesla,Model 3,car,2018,ELECTRIC,78,,Montclair,CA,34.071904,-117.68584
Tesla,Model S,car,2015,ELECTRIC,101,,San Marino,CA,34.120247,-118.108272
Chevrolet,Bolt EV,car,2019,ELECTRIC,49,,Beaumont,CA,33.956131,-117.012407
Ford,Focus,car,2011,GASOLINE,26,,Upland,CA,34.100952,-117.670039
Hyundai,Elantra,car,2020,,39,,Redlands,CA,34.083296,-117.190591
Tesla,Model 3,car,2018,ELECTRIC,166,,Riverside,CA,33.982176,-117.349947
Dodge,Challenger,car,2020,GASOLINE,119,,Riverside,CA,33.992944,-117.347993
BMW,7 Series,car,2016,GASOLINE,193,,Visalia,CA,36.336862,-119.256888
Subaru,Crosstrek,suv,2018,GASOLINE,49,,Monrovia,CA,34.133293,-118.004353
Honda,Accord,car,2012,GASOLINE,49,,Redlands,CA,34.083882,-117.19075
Toyota,Prius,car,2014,HYBRID,35,,Corona,CA,33.967665,-117.590915
Audi,SQ5,suv,2018,GASOLINE,98,,Ontario,CA,34.020678,-117.651264
Toyota,Corolla,car,2016,GASOLINE,49,,Chino,CA,33.96416,-117.636144
Tesla,Model Y,suv,2020,ELECTRIC,152,,Grand Terrace,CA,34.031198,-117.305244
BMW,5 Series,car,2018,GASOLINE,83,,Diamond Bar,CA,34.016849,-117.790657
Ford,Mustang,car,2019,GASOLINE,80,,Riverside,CA,33.941264,-117.403164
Mercedes-benz,Sprinter,van,2019,GASOLINE,128,,Chino,CA,34.01701,-117.659157
BMW,4 Series,car,2018,GASOLINE,69,,West Covina,CA,34.081988,-117.926407
Hyundai,Tucson,suv,2009,GASOLINE,28,,Upland,CA,34.101782,-117.67125
Hyundai,Genesis,car,2012,GASOLINE,37,,Upland,CA,34.101689,-117.671373
Cadillac,Escalade ESV,suv,2016,GASOLINE,200,,Eastvale,CA,33.973577,-117.562426
Jeep,Gladiator,truck,2020,GASOLINE,75,,Lake Arrowhead,CA,34.259131,-117.223253
Chevrolet,Trax,suv,2019,GASOLINE,37,,San Bernardino,CA,34.077422,-117.301086
Nissan,Rogue Sport,suv,2019,GASOLINE,35,,Pomona,CA,34.067103,-117.76114
Chevrolet,Traverse,suv,2019,GASOLINE,69,,San Dimas,CA,34.123722,-117.796466
Toyota,Avalon,car,2013,GASOLINE,30,,Buena Park,CA,33.847512,-117.987641
Alfa Romeo,4C,car,2015,GASOLINE,300,,El Monte,CA,34.090838,-118.055012
Tesla,Model 3,car,2018,ELECTRIC,99,,Corona,CA,33.848022,-117.589211
Toyota,Camry,car,2018,GASOLINE,38,,Azusa,CA,34.127844,-117.891292
Infiniti,QX80,suv,2016,GASOLINE,88,,West Covina,CA,34.068899,-117.924696
Toyota,Camry,car,2020,HYBRID,42,,Azusa,CA,34.126514,-117.8936
Mercedes-benz,C-Class,car,2019,GASOLINE,110,,El Monte,CA,34.063043,-118.019152
BMW,i8,car,2015,HYBRID,239,,Gardena,CA,33.865125,-118.281533
Hyundai,Ioniq Hybrid,car,2019,HYBRID,35,,Azusa,CA,34.127146,-117.892262
Toyota,RAV4,suv,2018,GASOLINE,35,,Azusa,CA,34.127181,-117.893095
BMW,7-Series,car,2019,GASOLINE,128,,Irwindale,CA,34.081393,-117.994444
Toyota,Highlander,suv,2019,GASOLINE,52,,Azusa,CA,34.126531,-117.892081
Tesla,Model 3,car,2020,ELECTRIC,99,,Fontana,CA,34.121414,-117.47141
Maserati,Ghibli,car,2015,GASOLINE,99,,Riverside,CA,33.8882,-117.321566
Porsche,911,car,2012,GASOLINE,165,,Irwindale,CA,34.081237,-117.994742
Jaguar,F-TYPE,car,2017,GASOLINE,220,,La Verne,CA,34.110346,-117.753066
Chevrolet,Equinox,suv,2019,GASOLINE,38,,San Dimas,CA,34.122106,-117.796355
Chevrolet,Corvette,car,2017,GASOLINE,155,,Gardena,CA,33.864201,-118.281184
Volkswagen,Eos,car,2009,GASOLINE,39,,Apple Valley,CA,34.52263,-117.207392
Chevrolet,Corvette Stingray,car,2014,GASOLINE,300,,El Monte,CA,34.090264,-118.052791
Mercedes-Benz,S-Class,car,2016,GASOLINE,98,,Los Angeles,CA,34.024247,-118.391281
Porsche,718 Boxster,car,2018,GASOLINE,108,,Los Angeles,CA,34.166143,-118.527558
Ferrari,488 Spider,car,2019,GASOLINE,899,,Los Angeles,CA,33.975733,-118.417978
Tesla,Model S,car,2018,ELECTRIC,165,,Palm Desert,CA,33.74228,-116.306101
Tesla,Model X,suv,2019,ELECTRIC,350,,Lake Forest,CA,33.675286,-117.658043
Chevrolet,Corvette,car,2019,GASOLINE,123,,Irwindale,CA,34.081093,-117.993593
Kia,Soul,car,2014,GASOLINE,32,,Upland,CA,34.090342,-117.638841
Chevrolet,Camaro,car,2011,GASOLINE,65,,Beaumont,CA,33.944487,-117.020895
Maserati,Ghibli,car,2015,GASOLINE,130,,Riverside,CA,33.911613,-117.456673
Kia,Optima,car,2019,GASOLINE,33,,Pomona,CA,34.062126,-117.73597
Porsche,Cayman,car,2015,GASOLINE,175,,Los Angeles,CA,34.061843,-118.246675
Nissan,Altima,car,2020,GASOLINE,42,,Azusa,CA,34.127047,-117.892048
Chevrolet,Camaro,car,2011,GASOLINE,59,,Santa Ana,CA,33.746075,-117.840328
Chevrolet,Corvette,car,2019,GASOLINE,123,,Irwindale,CA,34.080609,-117.994309
Ford,Mustang,car,2017,GASOLINE,59,,Rancho Cucamonga,CA,34.138617,-117.570432
Lamborghini,Urus,suv,2019,GASOLINE,650,,Riverside,CA,33.876395,-117.481049
Porsche,Cayenne,suv,2015,DIESEL,86,,Chino Hills,CA,34.000753,-117.729222
Lexus,LC 500,car,2018,GASOLINE,165,,West Hollywood,CA,34.082741,-118.375682
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,95,,Corona,CA,33.971926,-117.584254
BMW,X5,suv,2018,HYBRID,66,,Los Angeles,CA,33.947042,-118.381779
Chevrolet,Silverado 1500,truck,2018,GASOLINE,80,,Riverside,CA,33.865105,-117.439983
Chevrolet,Trax,suv,2020,GASOLINE,37,,San Dimas,CA,34.121913,-117.795584
Tesla,Model 3,car,2018,ELECTRIC,220,,Los Angeles,CA,34.089925,-118.173996
Hyundai,Sonata,car,2019,GASOLINE,38,,Azusa,CA,34.12774,-117.892034
Lamborghini,Huracan,car,2018,,999,,Los Angeles,CA,34.10618,-118.332201
Chevrolet,Spark,car,2020,GASOLINE,25,,Pomona,CA,34.062784,-117.735088
BMW,X5,suv,2018,GASOLINE,82,,Glendale,CA,34.180984,-118.227034
Tesla,Model S,car,2017,ELECTRIC,200,,Los Angeles,CA,34.320097,-118.409438
Land Rover,Range Rover Sport,suv,2019,GASOLINE,169,,Brea,CA,33.915122,-117.886335
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,86,,Eastvale,CA,33.973576,-117.562423
Mercedes-Benz,S-Class,car,2018,GASOLINE,299,,Los Angeles,CA,34.066934,-118.351266
Mercedes-Benz,S-Class,car,2017,HYBRID,275,,Los Angeles,CA,34.10561,-118.334078
Chevrolet,Corvette,car,2015,GASOLINE,89,,Riverside,CA,33.975667,-117.473627
Maserati,Ghibli,car,2016,GASOLINE,153,,Fullerton,CA,33.890738,-117.877756
Hyundai,Elantra,car,2020,GASOLINE,33,,Azusa,CA,34.128224,-117.890877
Tesla,Model 3,car,2018,ELECTRIC,99,,Chino Hills,CA,33.980339,-117.70927
Toyota,Supra,car,2020,GASOLINE,99,,Murrieta,CA,33.572183,-117.238013
Ferrari,348 Spider,car,1995,GASOLINE,535,,Los Angeles,CA,34.045699,-118.232191
Chevrolet,Corvette,car,2018,GASOLINE,98,,Santa Ana,CA,33.76338,-117.859632
Toyota,Prius c,car,2016,HYBRID,36,,Ontario,CA,34.070972,-117.551931
Dodge,Challenger,car,2018,GASOLINE,75,,Pasadena,CA,34.155694,-118.109212
Chevrolet,Impala,car,2019,GASOLINE,45,,Pomona,CA,34.063245,-117.734455
Acura,TSX,car,2012,GASOLINE,26,,Buena Park,CA,33.847132,-117.988206
Porsche,Panamera,car,2015,GASOLINE,299,,West Hollywood,CA,34.081689,-118.376074
Porsche,Cayenne,suv,2017,GASOLINE,109,,Irvine,CA,33.731189,-117.767613
Tesla,Model X,suv,2016,ELECTRIC,135,,San Gabriel,CA,34.127103,-118.080599
Mercedes-benz,E-Class,car,2019,GASOLINE,106,,Diamond Bar,CA,33.992984,-117.796906
Ferrari,488GTB,car,2019,,999,,Beverly Hills,CA,34.067082,-118.402057
Tesla,Model S,car,2015,ELECTRIC,75,,San Dimas,CA,34.12365,-117.796173
Tesla,Model S,car,2013,ELECTRIC,102,,Pico Rivera,CA,34.013942,-118.064436
Tesla,Model S,car,2016,ELECTRIC,149,,Los Angeles,CA,34.230585,-118.520757
Jeep,Cherokee,suv,2016,GASOLINE,55,,Los Angeles,CA,33.946142,-118.382735
Mercedes-Benz,GLC-Class,suv,2016,GASOLINE,138,,Rancho Cucamonga,CA,34.137128,-117.538765
BMW,6 Series,car,2017,GASOLINE,128,,Corona,CA,33.956713,-117.59187
BMW,X5,suv,2019,GASOLINE,127,,Brea,CA,33.915073,-117.88678
Mercedes-benz,GLE-Class,suv,2020,GASOLINE,149,,Chino Hills,CA,34.000849,-117.728004
Honda,Odyssey,minivan,2016,GASOLINE,40,,Azusa,CA,34.128872,-117.896469
Kia,Sorento,suv,2018,GASOLINE,50,,Commerce,CA,33.971215,-118.127186
Tesla,Model S,car,2016,ELECTRIC,110,,Irwindale,CA,34.079123,-117.993902
Tesla,Model S,car,2017,ELECTRIC,138,,Los Angeles,CA,34.230585,-118.520087
Mercedes-Benz,E-Class,car,2018,GASOLINE,99,,Gardena,CA,33.865964,-118.281567
Tesla,Model S,car,2017,ELECTRIC,105,,Diamond Bar,CA,33.993191,-117.828918
Pontiac,Solstice,car,2007,GASOLINE,47,,Glendora,CA,34.127516,-117.829604
Nissan,Rogue,suv,2020,GASOLINE,56,,Pomona,CA,34.063167,-117.734612
BMW,M4,car,2017,GASOLINE,150,,Irvine,CA,33.714512,-117.743834
BMW,i3,car,2016,HYBRID,67,,Riverside,CA,33.863779,-117.440926
Honda,Civic,car,2011,GASOLINE,29,,Upland,CA,34.090014,-117.639207
Polaris,Slingshot,car,2017,GASOLINE,105,,Menifee,CA,33.712389,-117.141292
BMW,4 Series,car,2018,GASOLINE,89,,Gardena,CA,33.866182,-118.281853
FIAT,124 Spider,car,2018,GASOLINE,74,,Los Angeles,CA,34.04561,-118.232783
BMW,X5,suv,2019,GASOLINE,95,,Anaheim,CA,33.850209,-117.781015
Audi,A5,car,2018,GASOLINE,90,,Gardena,CA,33.866077,-118.281652
Mercedes-Benz,G-Class,suv,2013,,229,,Los Angeles,CA,33.959448,-118.417668
Ford,Mustang,car,2018,GASOLINE,70,,Riverside,CA,33.912903,-117.456561
Mercedes-Benz,G-Class,suv,2013,GASOLINE,229,,Los Angeles,CA,34.052728,-118.255092
Jeep,Grand Cherokee,suv,2018,GASOLINE,65,,Norco,CA,33.942897,-117.518842
Ford,Mustang,car,2019,GASOLINE,89,,Irvine,CA,33.731045,-117.768901
Toyota,Supra,car,2020,GASOLINE,108,,Orange,CA,33.782752,-117.84574
BMW,I8,car,2019,HYBRID,269,,Irvine,CA,33.715471,-117.745473
Ford,Mustang,car,2018,GASOLINE,58,,Anaheim,CA,33.836785,-117.929899
Porsche,Boxster,car,2007,GASOLINE,97,,Gardena,CA,33.865833,-118.281595
Chrysler,Pacifica,minivan,2018,GASOLINE,65,,Beaumont,CA,33.944269,-117.021708
Polaris,Slingshot,car,2015,,108,,Jurupa Valley,CA,33.961938,-117.542463
Ford,Fiesta,car,2017,GASOLINE,40,,Schaumburg,IL,42.073343,-88.060115
Ford,Focus,car,2018,GASOLINE,40,,Schaumburg,IL,42.074357,-88.060261
Mazda,MAZDA2,car,2012,GASOLINE,35,,Wheeling,IL,42.110176,-87.927739
Ford,Focus,car,2018,GASOLINE,40,,Schaumburg,IL,42.074577,-88.060517
Tesla,Model 3,car,2018,ELECTRIC,129,,Schaumburg,IL,42.073421,-88.060956
Dodge,Caliber,car,2010,GASOLINE,25,,Wheeling,IL,42.108815,-87.926491
BMW,i8,car,2015,HYBRID,249,,Bensenville,IL,41.934939,-87.948656
Honda,Accord,car,2013,GASOLINE,50,,Des Plaines,IL,42.015005,-87.919289
Chevrolet,Spark,car,2014,GASOLINE,30,,Wheeling,IL,42.108889,-87.926887
Tesla,Model S,car,2013,ELECTRIC,97,,Elmwood Park,IL,41.923109,-87.812352
Tesla,Model S,car,2016,ELECTRIC,102,,Chicago,IL,41.889646,-87.630399
Chevrolet,Corvette,car,2015,GASOLINE,169,,Bensenville,IL,41.934605,-87.949037
Tesla,Model X,suv,2016,ELECTRIC,269,,Forest Park,IL,41.866571,-87.814977
Audi,A4,car,2013,GASOLINE,49,,Chicago,IL,41.995443,-87.756012
Ford,Fiesta,car,2017,GASOLINE,40,,Schaumburg,IL,42.073986,-88.060298
Chevrolet,Corvette,car,2013,GASOLINE,139,,Lake in the Hills,IL,42.176354,-88.386065
Porsche,Panamera,car,2012,GASOLINE,129,,Northbrook,IL,42.120928,-87.816298
Mazda,MX-5 Miata RF,car,2017,GASOLINE,112,,Chicago,IL,41.940744,-87.662288
Ford,Fiesta,car,2017,GASOLINE,40,,Schaumburg,IL,42.074367,-88.060302
Ford,Fiesta,car,2017,GASOLINE,40,,Schaumburg,IL,42.075093,-88.060226
Tesla,Model 3,car,2018,ELECTRIC,141,,Chicago,IL,41.936447,-87.812581
Ferrari,California,car,2010,GASOLINE,499,,Bensenville,IL,41.935687,-87.94943
Tesla,Model 3,car,2020,ELECTRIC,124,,Chicago,IL,41.948209,-87.836171
Tesla,Model 3,car,2020,ELECTRIC,94,,Park Ridge,IL,41.990566,-87.840287
Tesla,Model 3,car,2019,ELECTRIC,118,,Chicago,IL,41.889497,-87.630333
Ford,F-150,truck,2019,GASOLINE,86,,Lake Bluff,IL,42.293879,-87.87788
Tesla,Model S,car,2016,ELECTRIC,250,,Bartlett,IL,41.972396,-88.165807
BMW,5 Series,car,2011,GASOLINE,60,,Des Plaines,IL,42.034799,-87.893334
Tesla,Model X,suv,2018,ELECTRIC,208,,Highland Park,IL,42.201068,-87.806029
Kia,Optima,car,2015,GASOLINE,43,,Chicago,IL,41.992044,-87.784063
Porsche,911,car,2012,GASOLINE,379,,Deerfield,IL,42.157238,-87.918101
Lexus,ES 350,car,2013,GASOLINE,42,,Des Plaines,IL,42.034089,-87.892763
BMW,M5,car,2015,GASOLINE,269,,Buffalo Grove,IL,42.156702,-87.919181
Mercedes-Benz,GL-Class,suv,2008,GASOLINE,80,,Des Plaines,IL,42.050725,-87.904032
Tesla,Model S,car,2014,ELECTRIC,110,,Morton Grove,IL,42.054682,-87.809124
Buick,Verano,car,2014,GASOLINE,39,,Skokie,IL,42.026997,-87.722457
Jeep,Renegade,suv,2017,GASOLINE,75,,Des Plaines,IL,42.045227,-87.884179
Land Rover,Range Rover Velar,suv,2019,GASOLINE,255,,Chicago,IL,41.924072,-87.647471
BMW,X1,suv,2016,GASOLINE,79,,Chicago,IL,42.004798,-87.689579
Tesla,Model 3,car,2019,ELECTRIC,92,,Chicago,IL,41.972011,-87.684163
Mercedes-Benz,C-Class,car,2016,GASOLINE,79,,Chicago,IL,42.006017,-87.690604
Jeep,Wrangler,suv,2015,GASOLINE,76,,Chicago,IL,41.940479,-87.662884
Chevrolet,Corvette,car,2017,GASOLINE,369,,Chicago,IL,41.866904,-87.622797
Hyundai,Genesis G70,car,2019,GASOLINE,125,,Elgin,IL,42.027548,-88.33991
Chevrolet,Cruze,car,2018,GASOLINE,38,,Des Plaines,IL,42.050071,-87.905201
Land Rover,LR4,suv,2013,GASOLINE,199,,Buffalo Grove,IL,42.157339,-87.917187
Mercedes-Benz,C-Class,car,2014,GASOLINE,175,,Chicago,IL,41.89203,-87.612036
Tesla,Model 3,car,2018,ELECTRIC,295,,Elmhurst,IL,41.905128,-87.94126
Mercedes-Benz,M-Class,suv,2008,GASOLINE,80,,Schaumburg,IL,42.054253,-88.086481
Subaru,Forester,suv,2017,GASOLINE,44,,Park Ridge,IL,42.011045,-87.824173
Lexus,RX 350,suv,2017,GASOLINE,95,,Glenview,IL,42.106757,-87.848269
Ford,Fusion,car,2013,GASOLINE,55,,Chicago,IL,41.901724,-87.640749
Volkswagen,Passat,car,2014,GASOLINE,60,,Chicago,IL,41.987538,-87.653977
Land Rover,Range Rover Evoque,suv,2013,GASOLINE,200,,Chicago,IL,41.973229,-87.907521
Ford,Mustang,car,2019,GASOLINE,82,,Elk Grove Village,IL,41.99871,-88.027359
Dodge,Durango,suv,2019,GASOLINE,136,,Chicago,IL,41.854187,-87.623271
BMW,X5,suv,2014,DIESEL,173,,Bartlett,IL,41.956195,-88.169085
Ford,Transit Wagon,van,2018,GASOLINE,160,,Chicago,IL,41.961092,-87.726573
Ford,Transit Wagon,van,2018,GASOLINE,160,,Chicago,IL,41.959269,-87.727535
Ford,Transit Wagon,van,2018,GASOLINE,160,,Chicago,IL,41.959982,-87.727305
Lexus,ES 350,car,2009,GASOLINE,49,,Mount Prospect,IL,42.074751,-87.928758
Honda,Odyssey,minivan,2015,GASOLINE,79,,Glenview,IL,42.107759,-87.847983
Ford,Transit Wagon,van,2017,GASOLINE,130,,Chicago,IL,41.959394,-87.72625
Toyota,Yaris,car,2008,GASOLINE,30,,Chicago,IL,42.018087,-87.675437
Ford,Transit Wagon,van,2015,GASOLINE,140,,Chicago,IL,41.960111,-87.728335
Mercedes-Benz,CLA-Class,car,2014,GASOLINE,72,,Chicago,IL,41.960461,-87.7768
Ford,Fiesta,car,2019,GASOLINE,38,,Virginia Beach,VA,36.839223,-76.062547
Polaris,Slingshot,car,2020,GASOLINE,135,,Chesapeake,VA,36.721523,-76.356796
Tesla,Model S,car,2016,ELECTRIC,143,,Newport News,VA,37.041787,-76.478033
Hyundai,Elantra,car,2018,GASOLINE,52,,Norfolk,VA,36.853035,-76.183018
Hyundai,Accent,car,2018,GASOLINE,44,,Virginia Beach,VA,36.775231,-76.093023
Hyundai,Accent,car,2018,GASOLINE,44,,Virginia Beach,VA,36.776224,-76.09413
Tesla,Model 3,car,2020,ELECTRIC,165,,Virginia Beach,VA,36.825328,-75.976646
Hyundai,Tucson,suv,2018,GASOLINE,48,,Virginia Beach,VA,36.775195,-76.093041
Polaris,Slingshot,car,2019,,112,,Newport News,VA,36.999657,-76.420408
Polaris,Slingshot,car,2019,,181,,Newport News,VA,36.998911,-76.420911
Mercedes-Benz,C-Class,car,2014,GASOLINE,70,,Newport News,VA,36.999858,-76.419618
Toyota,Tundra,truck,2018,GASOLINE,115,,Virginia Beach,VA,36.774677,-76.145227
Ford,Fusion,car,2010,HYBRID,42,,Virginia Beach,VA,36.878134,-76.037836
Ford,Fusion,car,2017,GASOLINE,70,,Virginia Beach,VA,36.80822,-76.103327
Mazda,MX-5 Miata,car,2016,GASOLINE,49,,West Palm Beach,FL,26.667864,-80.113888
Nissan,Sentra,car,2015,GASOLINE,30,,Palm Beach,FL,26.686006,-80.092436
Subaru,Impreza,car,2017,GASOLINE,39,,Riviera Beach,FL,26.792642,-80.110483
Tesla,Model S,car,2015,ELECTRIC,100,,Lake Worth,FL,26.61366,-80.110852
Volkswagen,Jetta,car,2017,GASOLINE,40,,West Palm Beach,FL,26.668549,-80.114142
Audi,Q3,suv,2017,GASOLINE,56,,West Palm Beach,FL,26.668779,-80.112994
Hyundai,Sonata,car,2013,GASOLINE,36,,Boynton Beach,FL,26.528709,-80.18466
Volkswagen,Tiguan,suv,2016,GASOLINE,45,,West Palm Beach,FL,26.669928,-80.112364
Tesla,Model S,car,2016,ELECTRIC,114,,Wellington,FL,26.6482,-80.215176
MINI,Cooper Countryman,car,2013,GASOLINE,45,,West Palm Beach,FL,26.668983,-80.114314
Chevrolet,Tahoe,suv,2017,GASOLINE,90,,Port St. Lucie,FL,27.268762,-80.430988
Mazda,CX-5,suv,2016,GASOLINE,45,,West Palm Beach,FL,26.712413,-80.054415
Tesla,Model 3,car,2019,ELECTRIC,180,,West Palm Beach,FL,26.687753,-80.089176
Tesla,Model 3,car,2019,ELECTRIC,124,,West Palm Beach,FL,26.708026,-80.057098
Ford,Mustang,car,2017,GASOLINE,55,,Deerfield Beach,FL,26.298059,-80.166235
Ford,Mustang,car,2017,GASOLINE,65,,Boca Raton,FL,26.350889,-80.093387
Jeep,Wrangler,suv,2018,GASOLINE,49,,Boynton Beach,FL,26.567474,-80.10044
Jaguar,F-TYPE,car,2014,GASOLINE,130,,Wellington,FL,26.671137,-80.250527
Aston Martin,DB9,car,2010,GASOLINE,219,,Miramar,FL,25.980215,-80.37305
Toyota,Prius,car,2010,HYBRID,32,,Boca Raton,FL,26.350785,-80.093435
Chevrolet,Camaro,car,2019,GASOLINE,69,,Boca Raton,FL,26.345572,-80.141878
Subaru,WRX,car,2016,GASOLINE,132,,Boynton Beach,FL,26.542637,-80.099264
Chevrolet,Corvette,car,2019,GASOLINE,245,,West Palm Beach,FL,26.726225,-80.083566
Tesla,Model 3,car,2019,ELECTRIC,157,,Sunrise,FL,26.178239,-80.29195
Ford,Mustang,car,2017,GASOLINE,59,,Boca Raton,FL,26.360337,-80.134264
Toyota,Sienna,minivan,2018,GASOLINE,79,,Coral Springs,FL,26.304562,-80.280599
Mercedes-Benz,S-Class,car,2014,GASOLINE,175,,Coral Springs,FL,26.300107,-80.253834
Chevrolet,Corvette,car,2019,,229,,Miami,FL,25.762985,-80.19011
Toyota,Camry,car,2020,GASOLINE,40,,Boynton Beach,FL,26.531442,-80.08682
Lamborghini,Huracan,car,2016,GASOLINE,1199,,Miami Beach,FL,25.792935,-80.129321
Jeep,Wrangler Unlimited,suv,2020,GASOLINE,53,,Boynton Beach,FL,26.567429,-80.101277
Volvo,S60,car,2014,GASOLINE,40,,Riviera Beach,FL,26.783925,-80.048786
Toyota,Tundra,truck,2020,GASOLINE,80,,Boynton Beach,FL,26.530105,-80.088431
Cadillac,XTS,car,2017,GASOLINE,80,,Coconut Creek,FL,26.286572,-80.198294
Chevrolet,Corvette Stingray,car,2014,GASOLINE,119,,Sunrise,FL,26.161241,-80.31995
Mercedes-Benz,E-Class,car,2014,GASOLINE,72,,Boynton Beach,FL,26.510712,-80.11062
Porsche,Macan,suv,2020,GASOLINE,123,,Aventura,FL,25.957265,-80.145091
Mercedes-Benz,AMG GT,car,2018,GASOLINE,247,,Coral Springs,FL,26.300143,-80.253503
Jeep,Wrangler Unlimited,suv,2020,GASOLINE,90,,Boynton Beach,FL,26.568477,-80.100497
Lexus,RX 450h,suv,2013,HYBRID,54,,Boca Raton,FL,26.351467,-80.09429
Land Rover,Range Rover Sport,suv,2014,GASOLINE,150,,Miami Beach,FL,25.817162,-80.121769
Tesla,Model S,car,2012,ELECTRIC,100,,Sunrise,FL,26.178833,-80.29214
Tesla,Model X,suv,2017,ELECTRIC,160,,Deerfield Beach,FL,26.319138,-80.150728
Land Rover,Range Rover Velar,suv,2019,GASOLINE,167,,North Miami,FL,25.911718,-80.160892
Ferrari,488GTB,car,2018,GASOLINE,1199,,Miami Beach,FL,25.793296,-80.129416
Volkswagen,Eos,car,2013,GASOLINE,45,,Coconut Creek,FL,26.285338,-80.198099
Polaris,Slingshot,car,2019,,120,,Delray Beach,FL,26.472795,-80.112854
Dodge,Grand Caravan,minivan,2013,GASOLINE,46,,Deerfield Beach,FL,26.297427,-80.166362
Land Rover,Range Rover Sport,suv,2014,GASOLINE,141,,Miami Beach,FL,25.817932,-80.122054
Ford,Focus,car,2016,GASOLINE,35,,Margate,FL,26.261756,-80.199521
Jeep,Gladiator,truck,2020,GASOLINE,122,,Delray Beach,FL,26.456594,-80.140233
Land Rover,Range Rover Evoque,suv,2013,GASOLINE,79,,Miramar,FL,25.994661,-80.214707
